signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
bugfix | documentation_examples+production_code+tests | moe+scheduler+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | attention+input_processing_multimodal+model_implementation+model_loading_layers+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+device_platform+kernels_operators+kv_cache_data_movement | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | device_platform | backend_agnostic,1,5649,0.0001770224818551956
test | tests | support_only | cpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | kv_cache_data_movement+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | kv_cache_data_movement | intel_xpu,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+moe+quantization | intel_xpu,1,5649,0.0001770224818551956
performance | production_code | attention+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code | attention | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | engine+kv_cache_data_movement+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
ci | benchmarks+ci | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | build | support_only | intel_xpu,1,5649,0.0001770224818551956
feature | build+production_code+tests | compilation+distributed_execution+engine+kernels_operators+kv_cache_data_movement+model_loading_layers+reliability_observability+serving_api+worker_model_runner | cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | input_processing_multimodal+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | moe+quantization | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+compilation+kernels_operators+model_implementation+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code+tests | distributed_execution+model_loading_layers+quantization+serving_api+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+production_code+tests | engine+input_processing_multimodal+serving_api | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | configuration_shared_infrastructure+engine+serving_api | backend_agnostic,1,5649,0.0001770224818551956
ci | ci+production_code+tests | worker_model_runner | cpu,1,5649,0.0001770224818551956
feature | production_code+tests | input_processing_multimodal | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code | attention+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+production_code+tests | compilation+distributed_execution+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
test | ci+production_code+tests | compilation+distributed_execution | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | scheduler+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | distributed_execution+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | input_processing_multimodal+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+model_implementation | cpu,1,5649,0.0001770224818551956
bugfix | build+production_code+tests | device_platform+distributed_execution+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | distributed_execution+model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | scheduler+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
refactor | build+ci+production_code | kernels_operators+moe | intel_xpu,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code | configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
maintenance | production_code | input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+configuration_shared_infrastructure+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | serving_api | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
documentation | developer_tooling+documentation_examples | support_only | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | build | support_only | amd_rocm,1,5649,0.0001770224818551956
refactor | benchmarks+production_code+tests | compilation+distributed_execution+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | device_platform+kv_cache_data_movement | cpu,1,5649,0.0001770224818551956
maintenance | benchmarks+ci | support_only | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+input_processing_multimodal+kv_cache_data_movement+model_implementation+model_loading_layers+moe+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | benchmarks+production_code+tests | attention+model_implementation+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+documentation_examples+production_code+tests | input_processing_multimodal+kv_cache_data_movement+serving_api | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
build | build+ci+production_code+tests | compilation+kernels_operators+model_loading_layers+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | device_platform+model_loading_layers+worker_model_runner | intel_xpu,1,5649,0.0001770224818551956
documentation | production_code | serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | attention+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code+tests | attention | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation+kernels_operators+lora | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | engine+scheduler+serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | device_platform | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+production_code+tests | kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+sampling+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation+kernels_operators+reliability_observability+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | input_processing_multimodal+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+production_code+tests | compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
ci | developer_tooling+tests | support_only | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | input_processing_multimodal+sampling | backend_agnostic,1,5649,0.0001770224818551956
build | build+ci+documentation_examples+production_code | kernels_operators+moe | intel_xpu,1,5649,0.0001770224818551956
feature | production_code+tests | model_implementation | backend_agnostic,1,5649,0.0001770224818551956
performance | ci+documentation_examples+production_code+tests | input_processing_multimodal | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators | cpu,1,5649,0.0001770224818551956
feature | benchmarks+build+ci+developer_tooling+production_code+tests | attention+compilation+device_platform+distributed_execution+input_processing_multimodal+kernels_operators+kv_cache_data_movement+model_implementation+moe+quantization+speculative_decoding | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
ci | ci+documentation_examples+tests | support_only | backend_agnostic,1,5649,0.0001770224818551956
performance | developer_tooling+production_code+tests | distributed_execution | cpu,1,5649,0.0001770224818551956
performance | production_code+tests | moe | backend_agnostic,1,5649,0.0001770224818551956
feature | build+developer_tooling+production_code+tests | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | build+production_code | reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators | amd_rocm+cpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | kernels_operators+model_loading_layers+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | compilation+configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
performance | ci+production_code+tests | compilation+distributed_execution+engine+kv_cache_data_movement+moe+serving_api+worker_model_runner | cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
test | tests | support_only | amd_rocm+cpu+google_tpu+intel_xpu,1,5649,0.0001770224818551956
feature | build+ci+production_code+tests | kernels_operators+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | input_processing_multimodal+worker_model_runner | cpu,1,5649,0.0001770224818551956
